#assembly_accession,organism_name
GCA_002287175.1,Methanobacterium bryantii
GCA_002505345.1,Methanomassiliicoccaceae archaeon UBA370
GCA_002505275.1,Methanomassiliicoccaceae archaeon UBA371
GCA_002495665.1,Methanomassiliicoccaceae archaeon UBA378
GCA_002502965.1,Methanomassiliicoccaceae archaeon UBA381
GCA_002495125.1,Methanomassiliicoccaceae archaeon UBA387
GCA_002495495.1,Methanomassiliicoccaceae archaeon UBA394
GCA_002494945.1,Methanomassiliicoccaceae archaeon UBA396
GCA_002498805.1,Methanomassiliicoccaceae archaeon UBA399
GCA_002498785.1,Methanomassiliicoccaceae archaeon UBA400
GCA_002498605.1,Methanomassiliicoccaceae archaeon UBA404
GCA_002496785.1,Methanomassiliicoccaceae archaeon UBA407
GCA_002496945.1,Methanomassiliicoccaceae archaeon UBA408
GCA_002494585.1,Methanomassiliicoccaceae archaeon UBA409
GCA_002502925.1,Methanomassiliicoccaceae archaeon UBA414
GCA_002502545.1,Methanomassiliicoccaceae archaeon UBA415
GCA_002498365.1,Methanomassiliicoccaceae archaeon UBA421
GCA_002505245.1,Methanomassiliicoccaceae archaeon UBA422
GCA_002506995.1,Methanomassiliicoccaceae archaeon UBA427
GCA_002497075.1,Methanomassiliicoccaceae archaeon UBA472
GCA_002508595.1,Methanomassiliicoccaceae archaeon UBA48
GCA_002506425.1,Methanomassiliicoccaceae archaeon UBA480
GCA_002503925.1,Methanomassiliicoccaceae archaeon UBA481
GCA_002494805.1,Methanomassiliicoccaceae archaeon UBA482
GCA_002497475.1,Methanomassiliicoccaceae archaeon UBA483
GCA_002504495.1,Methanomassiliicoccaceae archaeon UBA537
GCA_002495325.1,Methanomassiliicoccaceae archaeon UBA593
GCA_002504405.1,Methanomassiliicoccaceae archaeon UBA71
GCA_002509405.1,Methanomassiliicoccaceae archaeon UBA72
GCA_002503785.1,Methanomassiliicoccaceae archaeon UBA75
GCA_002508385.1,Methanosarcinaceae archaeon UBA151
GCA_002503365.1,Methanosarcinaceae archaeon UBA282
GCA_002508425.1,Methanosarcinaceae archaeon UBA470
GCA_002502815.1,Methanomicrobiaceae archaeon UBA2
GCA_002503105.1,Methanomicrobiaceae archaeon UBA206
GCA_002503135.1,Methanomicrobiaceae archaeon UBA207
GCA_002497965.1,Methanomicrobiaceae archaeon UBA436
GCA_002495225.1,Methanoregulaceae archaeon UBA288
GCA_002503825.1,Methanoregulaceae archaeon UBA467
GCA_002494745.1,Methanotrichaceae archaeon UBA116
GCA_002509385.1,Methanomicrobia archaeon UBA590
GCA_002496385.1,Methanomassiliicoccales archaeon UBA147
GCA_002497815.1,Methanomassiliicoccales archaeon UBA149
GCA_002499085.1,Methanomassiliicoccales archaeon UBA280
GCA_002496135.1,Methanomicrobiales archaeon UBA81
GCA_002503595.1,Methanosarcinales archaeon UBA203
GCA_002506015.1,Methanosarcinales archaeon UBA261
GCA_002499525.1,Nitrosopumilales archaeon UBA218
GCA_002498105.1,Nitrosopumilales archaeon UBA219
GCA_002498045.1,Nitrosopumilales archaeon UBA459
GCA_002494485.1,Nitrososphaerales archaeon UBA213
GCA_002504005.1,Thermoplasmatales archaeon UBA262
GCA_002496665.1,Thermoplasmatales archaeon UBA263
GCA_002503965.1,Thermoplasmatales archaeon UBA266
GCA_002505565.1,Thermoplasmatales archaeon UBA268
GCA_002505615.1,Thermoplasmatales archaeon UBA269
GCA_002499105.1,Thermoplasmatales archaeon UBA270
GCA_002508335.1,Thermoplasmatales archaeon UBA444
GCA_002507555.1,Thermoplasmatales archaeon UBA445
GCA_002503205.1,Thermoplasmatales archaeon UBA447
GCA_002499625.1,Thermoplasmatales archaeon UBA504
GCA_002504745.1,Thermoplasmatales archaeon UBA505
GCA_002499685.1,Thermoplasmatales archaeon UBA507
GCA_002498855.1,Thermoplasmatales archaeon UBA508
GCA_002498845.1,Thermoplasmatales archaeon UBA509
GCA_002495975.1,Thermoplasmatales archaeon UBA511
GCA_002502885.1,Thermoplasmatales archaeon UBA512
GCA_002498665.1,Thermoplasmatales archaeon UBA513
GCA_002499275.1,Thermoplasmatales archaeon UBA516
GCA_002499245.1,Thermoplasmatales archaeon UBA517
GCA_002509305.1,Thermoplasmatales archaeon UBA518
GCA_002509265.1,Thermoplasmatales archaeon UBA520
GCA_002501735.1,Thermoplasmatales archaeon UBA521
GCA_002501725.1,Thermoplasmatales archaeon UBA522
GCA_002506225.1,Thermoplasmatales archaeon UBA564
GCA_002506245.1,Thermoplasmatales archaeon UBA565
GCA_002505195.1,Thermoplasmatales archaeon UBA566
GCA_002498865.1,Thermoplasmatales archaeon UBA568
GCA_002509255.1,Thermoplasmatales archaeon UBA570
GCA_002506945.1,Thermoplasmatales archaeon UBA571
GCA_002496705.1,Thermoplasmatales archaeon UBA572
GCA_002497065.1,Thermoplasmatales archaeon UBA574
GCA_002496995.1,Thermoplasmatales archaeon UBA576
GCA_002508325.1,Thermoplasmatales archaeon UBA577
GCA_002506955.1,Thermoplasmatales archaeon UBA578
GCA_002497625.1,Thermoplasmatales archaeon UBA579
GCA_002497605.1,Thermoplasmatales archaeon UBA580
GCA_002502705.1,Thermoplasmatales archaeon UBA582
GCA_002505065.1,Thermoplasmatales archaeon UBA611
GCA_002505105.1,Thermoplasmatales archaeon UBA612
GCA_002504665.1,Thermoplasmatales archaeon UBA613
GCA_002503265.1,Thermoplasmatales archaeon UBA616
GCA_002507365.1,Thermoplasmatales archaeon UBA617
GCA_002495185.1,Thermoplasmata archaeon UBA184
GCA_002503985.1,Thermoplasmata archaeon UBA61
GCA_002495315.1,Thaumarchaeota archaeon UBA141
GCA_002506605.1,Thaumarchaeota archaeon UBA160
GCA_002499005.1,Thaumarchaeota archaeon UBA164
GCA_002495205.1,Thaumarchaeota archaeon UBA183
GCA_002508305.1,Thaumarchaeota archaeon UBA201
GCA_002495905.1,Thaumarchaeota archaeon UBA223
GCA_002505305.1,Thaumarchaeota archaeon UBA539
GCA_002494565.1,Thaumarchaeota archaeon UBA57
GCA_002494765.1,Euryarchaeota archaeon UBA186
GCA_002496825.1,Euryarchaeota archaeon UBA198
GCA_002502685.1,Euryarchaeota archaeon UBA202
GCA_002505885.1,Euryarchaeota archaeon UBA211
GCA_002503845.1,Euryarchaeota archaeon UBA24
GCA_002495235.1,Euryarchaeota archaeon UBA287
GCA_002506745.1,Euryarchaeota archaeon UBA33
GCA_002496355.1,Euryarchaeota archaeon UBA346
GCA_002509225.1,Euryarchaeota archaeon UBA102
GCA_002506485.1,Euryarchaeota archaeon UBA136
GCA_002496125.1,Euryarchaeota archaeon UBA138
GCA_002495305.1,Euryarchaeota archaeon UBA139
GCA_002497685.1,Euryarchaeota archaeon UBA169
GCA_002509195.1,Euryarchaeota archaeon UBA440
GCA_002509165.1,Euryarchaeota archaeon UBA488
GCA_002501895.1,Euryarchaeota archaeon UBA491
GCA_002509175.1,Euryarchaeota archaeon UBA585
GCA_002497865.1,Euryarchaeota archaeon UBA65
GCA_002496675.1,Euryarchaeota archaeon UBA67
GCA_002498185.1,Euryarchaeota archaeon UBA10
GCA_002496245.1,Euryarchaeota archaeon UBA100
GCA_002495925.1,Euryarchaeota archaeon UBA101
GCA_002506825.1,Euryarchaeota archaeon UBA103
GCA_002496885.1,Euryarchaeota archaeon UBA104
GCA_002496905.1,Euryarchaeota archaeon UBA105
GCA_002502365.1,Euryarchaeota archaeon UBA106
GCA_002504805.1,Euryarchaeota archaeon UBA107
GCA_002504045.1,Euryarchaeota archaeon UBA108
GCA_002497525.1,Euryarchaeota archaeon UBA109
GCA_002495105.1,Euryarchaeota archaeon UBA11
GCA_002506385.1,Euryarchaeota archaeon UBA110
GCA_002506025.1,Euryarchaeota archaeon UBA111
GCA_002505265.1,Euryarchaeota archaeon UBA112
GCA_002497645.1,Euryarchaeota archaeon UBA12
GCA_002504995.1,Euryarchaeota archaeon UBA120
GCA_002499865.1,Euryarchaeota archaeon UBA121
GCA_002499885.1,Euryarchaeota archaeon UBA122
GCA_002502485.1,Euryarchaeota archaeon UBA123
GCA_002502215.1,Euryarchaeota archaeon UBA124
GCA_002502625.1,Euryarchaeota archaeon UBA125
GCA_002497025.1,Euryarchaeota archaeon UBA126
GCA_002502125.1,Euryarchaeota archaeon UBA127
GCA_002496955.1,Euryarchaeota archaeon UBA128
GCA_002506065.1,Euryarchaeota archaeon UBA129
GCA_002495945.1,Euryarchaeota archaeon UBA13
GCA_002505775.1,Euryarchaeota archaeon UBA130
GCA_002502415.1,Euryarchaeota archaeon UBA131
GCA_002496735.1,Euryarchaeota archaeon UBA132
GCA_002505985.1,Euryarchaeota archaeon UBA133
GCA_002499915.1,Euryarchaeota archaeon UBA134
GCA_002502895.1,Euryarchaeota archaeon UBA137
GCA_002501815.1,Euryarchaeota archaeon UBA14
GCA_002495405.1,Euryarchaeota archaeon UBA15
GCA_002504695.1,Euryarchaeota archaeon UBA16
GCA_002504595.1,Euryarchaeota archaeon UBA17
GCA_002499345.1,Euryarchaeota archaeon UBA170
GCA_002497295.1,Euryarchaeota archaeon UBA171
GCA_002499285.1,Euryarchaeota archaeon UBA172
GCA_002498925.1,Euryarchaeota archaeon UBA173
GCA_002495395.1,Euryarchaeota archaeon UBA174
GCA_002497895.1,Euryarchaeota archaeon UBA175
GCA_002507225.1,Euryarchaeota archaeon UBA177
GCA_002499485.1,Euryarchaeota archaeon UBA178
GCA_002497565.1,Euryarchaeota archaeon UBA179
GCA_002495165.1,Euryarchaeota archaeon UBA18
GCA_002505855.1,Euryarchaeota archaeon UBA180
GCA_002496725.1,Euryarchaeota archaeon UBA181
GCA_002495675.1,Euryarchaeota archaeon UBA182
GCA_002502175.1,Euryarchaeota archaeon UBA19
GCA_002495385.1,Euryarchaeota archaeon UBA191
GCA_002504885.1,Euryarchaeota archaeon UBA192
GCA_002503725.1,Euryarchaeota archaeon UBA193
GCA_002496005.1,Euryarchaeota archaeon UBA194
GCA_002505445.1,Euryarchaeota archaeon UBA195
GCA_002496985.1,Euryarchaeota archaeon UBA196
GCA_002506495.1,Euryarchaeota archaeon UBA197
GCA_002502055.1,Euryarchaeota archaeon UBA199
GCA_002502565.1,Euryarchaeota archaeon UBA20
GCA_002506005.1,Euryarchaeota archaeon UBA200
GCA_002505385.1,Euryarchaeota archaeon UBA209
GCA_002497885.1,Euryarchaeota archaeon UBA21
GCA_002502555.1,Euryarchaeota archaeon UBA214
GCA_002502255.1,Euryarchaeota archaeon UBA215
GCA_002506405.1,Euryarchaeota archaeon UBA22
GCA_002501885.1,Euryarchaeota archaeon UBA220
GCA_002498535.1,Euryarchaeota archaeon UBA221
GCA_002503665.1,Euryarchaeota archaeon UBA222
GCA_002503625.1,Euryarchaeota archaeon UBA224
GCA_002497185.1,Euryarchaeota archaeon UBA225
GCA_002505935.1,Euryarchaeota archaeon UBA226
GCA_002496925.1,Euryarchaeota archaeon UBA227
GCA_002495855.1,Euryarchaeota archaeon UBA228
GCA_002505355.1,Euryarchaeota archaeon UBA229
GCA_002498725.1,Euryarchaeota archaeon UBA23
GCA_002499015.1,Euryarchaeota archaeon UBA242
GCA_002506185.1,Euryarchaeota archaeon UBA249
GCA_002503485.1,Euryarchaeota archaeon UBA25
GCA_002504845.1,Euryarchaeota archaeon UBA250
GCA_002497905.1,Euryarchaeota archaeon UBA251
GCA_002504415.1,Euryarchaeota archaeon UBA252
GCA_002497225.1,Euryarchaeota archaeon UBA253
GCA_905478305.1,Candidatus Poseidonia alphae
GCA_002494645.1,Euryarchaeota archaeon UBA256
GCA_002498985.1,Euryarchaeota archaeon UBA257
GCA_002502605.1,Euryarchaeota archaeon UBA258
GCA_002506275.1,Euryarchaeota archaeon UBA259
GCA_002502285.1,Euryarchaeota archaeon UBA26
GCA_002498145.1,Euryarchaeota archaeon UBA260
GCA_002501615.1,Euryarchaeota archaeon UBA27
GCA_002501605.1,Euryarchaeota archaeon UBA28
GCA_002499365.1,Euryarchaeota archaeon UBA29
GCA_002499715.1,Euryarchaeota archaeon UBA3
GCA_002496435.1,Euryarchaeota archaeon UBA30
GCA_002501975.1,Euryarchaeota archaeon UBA31
GCA_002499425.1,Euryarchaeota archaeon UBA34
GCA_002498265.1,Euryarchaeota archaeon UBA35
GCA_002496485.1,Euryarchaeota archaeon UBA36
GCA_002498945.1,Euryarchaeota archaeon UBA37
GCA_002498215.1,Euryarchaeota archaeon UBA38
GCA_002503045.1,Euryarchaeota archaeon UBA39
GCA_002497985.1,Euryarchaeota archaeon UBA4
GCA_002506875.1,Euryarchaeota archaeon UBA40
GCA_002495045.1,Euryarchaeota archaeon UBA41
GCA_002495535.1,Euryarchaeota archaeon UBA433
GCA_002504435.1,Euryarchaeota archaeon UBA438
GCA_002497245.1,Euryarchaeota archaeon UBA439
GCA_002503295.1,Euryarchaeota archaeon UBA441
GCA_002499205.1,Euryarchaeota archaeon UBA442
GCA_002499195.1,Euryarchaeota archaeon UBA443
GCA_002503015.1,Euryarchaeota archaeon UBA461
GCA_002506755.1,Euryarchaeota archaeon UBA462
GCA_002501805.1,Euryarchaeota archaeon UBA463
GCA_002498625.1,Euryarchaeota archaeon UBA464
GCA_002498585.1,Euryarchaeota archaeon UBA465
GCA_002497745.1,Euryarchaeota archaeon UBA484
GCA_002495285.1,Euryarchaeota archaeon UBA485
GCA_002497765.1,Euryarchaeota archaeon UBA486
GCA_002505695.1,Euryarchaeota archaeon UBA487
GCA_002504925.1,Euryarchaeota archaeon UBA49
GCA_002499555.1,Euryarchaeota archaeon UBA494
GCA_002496845.1,Euryarchaeota archaeon UBA495
GCA_002503675.1,Euryarchaeota archaeon UBA496
GCA_002494965.1,Euryarchaeota archaeon UBA497
GCA_002494905.1,Euryarchaeota archaeon UBA498
GCA_002499595.1,Euryarchaeota archaeon UBA499
GCA_002503755.1,Euryarchaeota archaeon UBA50
GCA_002506305.1,Euryarchaeota archaeon UBA500
GCA_002505685.1,Euryarchaeota archaeon UBA501
GCA_002502085.1,Euryarchaeota archaeon UBA502
GCA_002495245.1,Euryarchaeota archaeon UBA503
GCA_002501915.1,Euryarchaeota archaeon UBA51
GCA_002505455.1,Euryarchaeota archaeon UBA52
GCA_002507125.1,Euryarchaeota archaeon UBA528
GCA_002507305.1,Euryarchaeota archaeon UBA529
GCA_002507425.1,Euryarchaeota archaeon UBA53
GCA_002502335.1,Euryarchaeota archaeon UBA530
GCA_002497125.1,Euryarchaeota archaeon UBA531
GCA_002499325.1,Euryarchaeota archaeon UBA538
GCA_002495735.1,Euryarchaeota archaeon UBA54
GCA_002504835.1,Euryarchaeota archaeon UBA540
GCA_002501685.1,Euryarchaeota archaeon UBA542
GCA_002506725.1,Euryarchaeota archaeon UBA545
GCA_002496285.1,Euryarchaeota archaeon UBA546
GCA_002497385.1,Euryarchaeota archaeon UBA547
GCA_002494865.1,Euryarchaeota archaeon UBA548
GCA_002495645.1,Euryarchaeota archaeon UBA549
GCA_002506705.1,Euryarchaeota archaeon UBA550
GCA_002506675.1,Euryarchaeota archaeon UBA551
GCA_002499585.1,Euryarchaeota archaeon UBA552
GCA_002494605.1,Euryarchaeota archaeon UBA553
GCA_002499645.1,Euryarchaeota archaeon UBA554
GCA_002504825.1,Euryarchaeota archaeon UBA555
GCA_002494975.1,Euryarchaeota archaeon UBA556
GCA_002503285.1,Euryarchaeota archaeon UBA557
GCA_002507175.1,Euryarchaeota archaeon UBA558
GCA_002507165.1,Euryarchaeota archaeon UBA559
GCA_002504755.1,Euryarchaeota archaeon UBA56
GCA_002497315.1,Euryarchaeota archaeon UBA560
GCA_002502295.1,Euryarchaeota archaeon UBA561
GCA_002503905.1,Euryarchaeota archaeon UBA562
GCA_002503385.1,Euryarchaeota archaeon UBA563
GCA_002498525.1,Euryarchaeota archaeon UBA58
GCA_002504675.1,Euryarchaeota archaeon UBA584
GCA_002505495.1,Euryarchaeota archaeon UBA59
GCA_002495815.1,Euryarchaeota archaeon UBA595
GCA_002498205.1,Euryarchaeota archaeon UBA596
GCA_002502325.1,Euryarchaeota archaeon UBA597
GCA_002507145.1,Euryarchaeota archaeon UBA598
GCA_002497805.1,Euryarchaeota archaeon UBA599
GCA_002503395.1,Euryarchaeota archaeon UBA60
GCA_002504565.1,Euryarchaeota archaeon UBA600
GCA_002499265.1,Euryarchaeota archaeon UBA601
GCA_002498455.1,Euryarchaeota archaeon UBA602
GCA_002497465.1,Euryarchaeota archaeon UBA603
GCA_002504935.1,Euryarchaeota archaeon UBA604
GCA_002504905.1,Euryarchaeota archaeon UBA605
GCA_002502385.1,Euryarchaeota archaeon UBA606
GCA_002499795.1,Euryarchaeota archaeon UBA607
GCA_002502205.1,Euryarchaeota archaeon UBA608
GCA_002499835.1,Euryarchaeota archaeon UBA609
GCA_002502655.1,Euryarchaeota archaeon UBA610
GCA_002505415.1,Euryarchaeota archaeon UBA618
GCA_002498935.1,Euryarchaeota archaeon UBA619
GCA_002502095.1,Euryarchaeota archaeon UBA62
GCA_002497845.1,Euryarchaeota archaeon UBA620
GCA_002496595.1,Euryarchaeota archaeon UBA621
GCA_002497545.1,Euryarchaeota archaeon UBA622
GCA_002505325.1,Euryarchaeota archaeon UBA623
GCA_002497405.1,Euryarchaeota archaeon UBA63
GCA_002496205.1,Euryarchaeota archaeon UBA66
GCA_002497145.1,Euryarchaeota archaeon UBA68
GCA_002499745.1,Euryarchaeota archaeon UBA69
GCA_002496635.1,Euryarchaeota archaeon UBA82
GCA_002505155.1,Euryarchaeota archaeon UBA83
GCA_002495765.1,Euryarchaeota archaeon UBA84
GCA_002496175.1,Euryarchaeota archaeon UBA85
GCA_002503055.1,Euryarchaeota archaeon UBA86
GCA_002498135.1,Euryarchaeota archaeon UBA87
GCA_002499545.1,Euryarchaeota archaeon UBA88
GCA_002495525.1,Euryarchaeota archaeon UBA89
GCA_002497265.1,Euryarchaeota archaeon UBA9
GCA_002494685.1,Euryarchaeota archaeon UBA90
GCA_002499705.1,Euryarchaeota archaeon UBA91
GCA_002507345.1,Euryarchaeota archaeon UBA98
GCA_002499785.1,Euryarchaeota archaeon UBA99
GCA_002495485.1,Candidatus Bathyarchaeota archaeon UBA185
GCA_002507245.1,Candidatus Bathyarchaeota archaeon UBA233
GCA_002509245.1,Candidatus Bathyarchaeota archaeon UBA589
GCA_002499505.1,Candidatus Diapherotrites archaeon UBA493
GCA_002503145.1,Candidatus Micrarchaeota archaeon UBA267
GCA_002503225.1,Candidatus Micrarchaeota archaeon UBA448
GCA_002505655.1,Candidatus Micrarchaeota archaeon UBA510
GCA_002498635.1,Candidatus Micrarchaeota archaeon UBA514
GCA_002501775.1,Candidatus Micrarchaeota archaeon UBA523
GCA_002499095.1,Candidatus Micrarchaeota archaeon UBA524
GCA_002502725.1,Candidatus Micrarchaeota archaeon UBA581
GCA_002505145.1,Candidatus Micrarchaeota archaeon UBA615
GCA_002505035.1,Candidatus Micrarchaeota archaeon UBA93
GCA_002499405.1,Candidatus Micrarchaeota archaeon UBA95
GCA_002499375.1,Candidatus Micrarchaeota archaeon UBA96
GCA_002507385.1,Candidatus Micrarchaeota archaeon UBA97
GCA_002499185.1,Candidatus Pacearchaeota archaeon UBA284
GCA_002496015.1,Candidatus Pacearchaeota archaeon UBA73
GCA_002497285.1,Candidatus Pacearchaeota archaeon UBA92
GCA_002503915.1,Candidatus Parvarchaeota archaeon UBA264
GCA_002503995.1,Candidatus Parvarchaeota archaeon UBA265
GCA_002503215.1,Candidatus Parvarchaeota archaeon UBA446
GCA_002503305.1,Candidatus Parvarchaeota archaeon UBA449
GCA_002499655.1,Candidatus Parvarchaeota archaeon UBA506
GCA_002498685.1,Candidatus Parvarchaeota archaeon UBA515
GCA_002496215.1,Candidatus Parvarchaeota archaeon UBA519
GCA_002505075.1,Candidatus Parvarchaeota archaeon UBA569
GCA_002502045.1,Candidatus Parvarchaeota archaeon UBA573
GCA_002502525.1,Candidatus Parvarchaeota archaeon UBA575
GCA_002505115.1,Candidatus Parvarchaeota archaeon UBA614
GCA_002504985.1,Candidatus Verstraetearchaeota archaeon UBA156
GCA_002507395.1,Candidatus Verstraetearchaeota archaeon UBA76
GCA_002505945.1,Candidatus Woesearchaeota archaeon UBA119
GCA_002505845.1,Candidatus Woesearchaeota archaeon UBA142
GCA_002503705.1,Candidatus Woesearchaeota archaeon UBA153
GCA_002505585.1,Candidatus Woesearchaeota archaeon UBA489
GCA_002503745.1,Candidatus Woesearchaeota archaeon UBA492
GCA_002498125.1,Candidatus Woesearchaeota archaeon UBA525
GCA_002506165.1,Candidatus Woesearchaeota archaeon UBA544
GCA_002503425.1,Candidatus Woesearchaeota archaeon UBA94
GCA_002505525.1,archaeon UBA431
GCA_002506365.1,archaeon UBA583
GCA_002501985.1,archaeon UBA140
GCA_002494525.1,archaeon UBA490
GCA_002502135.1,archaeon UBA543
GCA_002495465.1,archaeon UBA55
GCA_002505645.1,archaeon UBA460
GCA_002256595.1,Methanosaeta sp. NSP1
GCA_002256575.1,Methanosaeta sp. NSM2
GCA_002256715.1,Methanosaeta sp. ASO1
GCA_002256605.1,Methanosaeta sp. ASP1-1
GCA_002256645.1,Methanosaeta sp. ASP1-2
GCA_002256665.1,Methanosaeta sp. ASM2
GCA_001896715.1,Methanoculleus sp. EBM-46
GCA_001896725.1,Methanococcoides sp. EBM-47
GCA_003021365.1,Halobacteriales archaeon QH_1_68_42
GCA_003022085.1,Halobacteriales archaeon QH_10_65_19
GCA_003021335.1,Halobacteriales archaeon QH_10_67_13
GCA_003021305.1,Halobacteriales archaeon QH_10_67_22
GCA_003021325.1,Halobacteriales archaeon QH_10_70_21
GCA_003021285.1,Halobacteriales archaeon QH_2_65_14
GCA_003021245.1,Halobacteriales archaeon QH_2_66_30
GCA_003021225.1,Halobacteriales archaeon QH_3_68_24
GCA_003021235.1,Halobacteriales archaeon QH_6_64_20
GCA_003021205.1,Halobacteriales archaeon QH_6_66_25
GCA_003021795.1,Halobacteriales archaeon QH_6_68_27
GCA_003021785.1,Halobacteriales archaeon QH_7_65_31
GCA_003021175.1,Halobacteriales archaeon QH_7_66_36
GCA_003021165.1,Halobacteriales archaeon QH_7_66_37
GCA_003021115.1,Halobacteriales archaeon QH_7_68_42
GCA_003021745.1,Halobacteriales archaeon QH_7_69_31
GCA_003021725.1,Halobacteriales archaeon QH_8_64_26
GCA_003022045.1,Halobacteriales archaeon QH_8_67_27
